weight	classification	source	location	subject	claim
ORDINARY	NO-SUBJECT	comment	boltrig/adapters/sql_base.py:183		parts separately - it refuses, it refuses early, and it does NOT refuse a
ORDINARY	NO-SUBJECT	comment	boltrig/addons/__init__.py:105		produce a profile version the policy layer refuses at compile time -
ORDINARY	NO-SUBJECT	docstring	boltrig/addons/__init__.py:187		The on-behalf adapter id contributed by the active addons, if exactly one is.
ORDINARY	NO-SUBJECT	comment	boltrig/addons/__init__.py:304		An installed package must not be able to TAKE a name this build
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:176		read no per-org identity for the new org and fail closed;
ORDINARY	NO-SUBJECT	docstring	boltrig/api/auth_routes.py:198		Set the httpOnly+Secure+SameSite session cookie and the readable CSRF cookie.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:231		RE-AUTHORIZES this every request against org_members (fail-closed), so it is only
ORDINARY	NO-SUBJECT	docstring	boltrig/api/auth_routes.py:283		Verify a presented second factor: a TOTP code first, else a one-time recovery code (D2 fallback, single-use).
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:342		cannot distinguish them.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:373		the login realm), keyed by the normalised email - never duplicated per org
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:432		Constant-time: always spend an argon2 verify.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:433		path run the decoy so timing cannot reveal existence (D5).
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:443		distinct stream, at the same field depth (ip/ua).
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:456		D3, FAIL-CLOSED: DO NOT issue a session.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:569		must NOT be used for 2FA storage.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:576		behind the tunnel opt-in, never the spoofable XFF).
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:629		2FA travels with the IDENTITY (the login realm), keyed by the email - never
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:657		Only a TOTP code activates enrollment (a recovery code cannot bootstrap it).
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:679		+ non-enumerating + fail-closed (an unknown/expired challenge or a bad code
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:70		unknown email, and a deactivated user, so the response body never enumerates
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:712		Fail-closed + constant-time: spend a verify against the decoy so an
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:734		Fail-closed if the user is gone/deactivated or the factor is not active.
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:760		burn-down is visible;
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:772		cannot escape the requirement;
ORDINARY	NO-SUBJECT	comment	boltrig/api/auth_routes.py:775		2FA travels with the IDENTITY (the login realm), keyed by the email - never
ORDINARY	NO-SUBJECT	docstring	boltrig/api/auth_selection.py:94		Select one fail-closed authentication posture.
ORDINARY	NO-SUBJECT	comment	boltrig/api/boot_guards.py:56		constant in this repository while reporting itself tamper-evident.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:131		The desktop-hands add-on is OPT-IN (decision 0016, DH-1): the governed desktop.* verbs and the /v1/hands pull surface exist only when the operator turns the add-on on (BOLTRIG_DESKTOP_HANDS=1) AND installs the host execu
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:224		Rebuild live instances for adapter rows the control plane persisted.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:356		Turn a HITL verdict into a reuse signal ([2026] VJS-COUNTY 5), best-effort.
ORDINARY	NO-SUBJECT	comment	boltrig/api/bootstrap.py:421		each factory independently refuses a production-local fallback.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:490		A fail-closed resolver: refuse every request (no auth configured, SEC-01).
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:500		Choose the auth resolver from process and manifest trust policy (SEC-01).
ORDINARY	NO-SUBJECT	docstring	boltrig/api/bootstrap.py:527		Assemble the trusted read-only Codex provider ONCE, for all spawners.
ORDINARY	NO-SUBJECT	comment	boltrig/api/bootstrap.py:584		([2026] VJS-COUNTY 1) - no manifest means the fail-closed empty knob
ORDINARY	NO-SUBJECT	comment	boltrig/api/bootstrap.py:610		ChatService enforces them fail-closed at intake.
ORDINARY	NO-SUBJECT	comment	boltrig/api/bootstrap.py:92		Runtime boot never applies the mutable convenience bootstrap.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/chat_cli.py:42		A clean, user-facing failure - printed, never a traceback.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/chat_cli.py:72		Incremental ``data:``-only SSE parser for /v1/chat;
ORDINARY	NO-SUBJECT	docstring	boltrig/api/chat_cli_gateway.py:26		One outbound line, or None - a malformed line is dropped, never fatal.
ORDINARY	NO-SUBJECT	comment	boltrig/api/codex_execution.py:126		Lazy import so the flag-off path never pulls in the Postgres/asyncpg module
ORDINARY	NO-SUBJECT	comment	boltrig/api/codex_execution.py:148		structural ratchet (forbidden here).
ORDINARY	NO-SUBJECT	docstring	boltrig/api/codex_readiness.py:1		Fail-closed readiness projection for the configured Codex runtime.
ORDINARY	NO-SUBJECT	comment	boltrig/api/codex_trusted.py:146		Lazy imports so the flag-off path never pulls in the infrastructure layer or
ORDINARY	NO-SUBJECT	comment	boltrig/api/codex_trusted.py:177		never carries the upstream key;
ORDINARY	NO-SUBJECT	comment	boltrig/api/codex_trusted.py:203		model_id is non-secret admission policy: the resolver refuses a permanent
ORDINARY	NO-SUBJECT	comment	boltrig/api/doctor.py:22		three sites cannot disagree about what counts as a placeholder again.
ORDINARY	NO-SUBJECT	comment	boltrig/api/doctor.py:329		result rather than crashing (P9), so this is drift to report, never a deploy
ORDINARY	NO-SUBJECT	comment	boltrig/api/host_boundary.py:26		Deliberately not an email and not a real user id: it must not collide with any
ORDINARY	NO-SUBJECT	comment	boltrig/api/host_boundary.py:29		box cannot name them more precisely than this.
ORDINARY	NO-SUBJECT	comment	boltrig/api/initiate.py:107		shell history and usually in a runbook too.
ORDINARY	NO-SUBJECT	comment	boltrig/api/initiate.py:224		D6: the actor is the HOST BOUNDARY, never the target user.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/logging_config.py:36		The numeric level for a configured name, falling back to INFO.
ORDINARY	NO-SUBJECT	comment	boltrig/api/mint_token.py:74		user's own allow set.
ORDINARY	NO-SUBJECT	comment	boltrig/api/mint_token.py:98		trivially capturable (`...
ORDINARY	NO-SUBJECT	comment	boltrig/api/platform_bootstrap.py:37		Projection receives composition truth only, never provider details.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/readiness.py:1		Bounded, fail-closed ``/readyz`` checks for durable dependencies, governed control registration, and enabled runtime seams.
ORDINARY	NO-SUBJECT	comment	boltrig/api/readiness.py:160		cannot amplify into unbounded Herdr subprocesses or dependency probes.
ORDINARY	NO-SUBJECT	comment	boltrig/api/readiness.py:30		The tools /readyz requires.
ORDINARY	NO-SUBJECT	comment	boltrig/api/readiness.py:32		status snapshot when deployed, but never readiness-GATING.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/worker.py:1		The fleet worker process.
ORDINARY	NO-SUBJECT	comment	boltrig/api/worker.py:53		process that refuses to start.
ORDINARY	NO-SUBJECT	comment	boltrig/api/worker.py:56		attests - the exact drift this seam claims cannot happen.
ORDINARY	NO-SUBJECT	docstring	boltrig/api/worker.py:64		Start the HITL expiry janitor (SEC-14), or None when disabled.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/backend.py:1		Manufacturer-neutral semantic camera backend contract.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/cache.py:20		Persist discovery summaries, never raw frames, serials, or code.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/capabilities.py:18		Raised when a native probe result cannot be safely interpreted.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/discovery.py:1		Pure standards-first camera capability negotiation.
ORDINARY	NO-SUBJECT	comment	boltrig/camera/discovery.py:87		Current focus/PTZ/exposure values must never make a new hardware family.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/platform.py:14		One safe native observation;
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/profiles.py:1		Declarative, local-only camera profile metadata.
ORDINARY	NO-SUBJECT	docstring	boltrig/camera/profiles.py:224		Load only local TOML metadata;
ORDINARY	NO-SUBJECT	comment	boltrig/config/birth_profile.py:138		workers cannot publish the same boot identity.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/birth_profile.py:152		Bound startup evidence freshness;
ORDINARY	NO-SUBJECT	docstring	boltrig/config/birth_profile.py:77		Digest only stable add-on names and versions, never harness/config data.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/channel_addressing.py:143		Reject target claims the runtime cannot resolve as authored.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_approval_adapters.py:140		Bind the reviewed endpoint/SEC-61 waiver so approval cannot be replayed
ORDINARY	NO-SUBJECT	docstring	boltrig/config/control_channel_approval.py:13		Public metadata-only delivery receipt;
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_generated_adapter.py:106		prevents accepting a generator extension this version cannot reconstruct.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/control_integrations.py:68		Return the exact fail-closed reason for one provider-declared setup.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_lifecycle.py:89		stale reference cannot execute (SEC-22, mirrors review_and_activate).
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_mcp.py:103		can never be rehydrated.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_mcp_lifecycle.py:225		A losing CAS must not unpublish/deactivate an identical winner.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_operations.py:214		A store row this kernel never rebuilt (another replica's
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_operations.py:217		otherwise - never pend or fail opaquely on a row that exists.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_operations.py:234		dispatch uses (SEC-04/05);
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_rehydrate.py:172		Rehydrate must never be able to refuse the process a start.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_rehydrate.py:173		is ALREADY STORED, so raising cannot prevent bad data arriving - it can only
ORDINARY	NO-SUBJECT	docstring	boltrig/config/control_rehydrate.py:43		Read the private, persisted consumer reconstruction spec.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/control_workflow_specs.py:45		Chat-first authoring: iterate a draft freely (LOW consequence, no HITL hold), publish deliberately (HIGH).
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_workflow_triggers.py:84		It cannot be authored by a synthetic agent context with no User record.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_workflows.py:192		desired schedule, but its observed state says needs_action and it cannot run.
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_workflows.py:33		so it can never collide with or shadow the real workflow on the version shelf
ORDINARY	NO-SUBJECT	comment	boltrig/config/control_workflows.py:56		The draft prefix is kernel-reserved;
ORDINARY	NO-SUBJECT	comment	boltrig/config/dev_egress.py:70		and adapters are a FOUNDATION layer that may not depend upward on config
ORDINARY	NO-SUBJECT	comment	boltrig/config/dev_posture.py:93		Empty means the declaration covers nobody, which refuses everything.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:110		Compatibility default for old manifests.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:142		profiles.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/manifest.py:183		Human-in-the-loop routing and the verbs that always block (S8, P5).
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:224		seconds while a run is producing nothing, so a slow-but-alive run never trips a
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:237		conversations are never compacted.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:247		unbounded scan is impossible).
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:248		caps: a manifest may only LOWER them (a smaller, more conservative page), never
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:277		test script.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:301		the call site because that order's forbidden list names
ORDINARY	NO-SUBJECT	docstring	boltrig/config/manifest.py:358		Verbs that always require human approval (P5) - the Kernel's gate.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:448		selection never reads this field - so a deployment that sets it would
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:540		rather than failing load, so a bad price never blocks boot (the model just
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:636		absent or malformed yields (), which covers nobody and refuses everything.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/manifest.py:679		Resolve an attachment cap: a manifest may only TIGHTEN it, never loosen it ([2026] VJS-COUNTY 3, D2).
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:722		turns verbatim, never grow the verbatim window past the code ceiling.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:731		default/ceiling page, never grow a page past the code ceiling.
ORDINARY	NO-SUBJECT	comment	boltrig/config/manifest.py:739		tool name or show FEWER pairs, never widen what reaches a model's prompt.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/model_profile_views.py:45		Resolve an approved profile for the xAI realtime gateway.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/permanent_fleet.py:325		Return an Admin export with the latest governed hierarchy overlaid.
ORDINARY	NO-SUBJECT	comment	boltrig/config/settings.py:43		the Codex execution stack is never constructed (a total no-op).
ORDINARY	NO-SUBJECT	comment	boltrig/config/settings.py:48		app.state.platform, but nothing calls it yet: wiring an admit() into the live
ORDINARY	NO-SUBJECT	comment	boltrig/config/settings.py:52		exists for and structurally cannot catch: it finds names nothing REACHES, and
ORDINARY	NO-SUBJECT	comment	boltrig/config/settings.py:61		refuses under both.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/spawn_rules.py:1		Strict, deterministic policy for ephemeral-agent spawn routing.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/spawn_rules.py:255		Choose the unique highest-priority all-of match.
ORDINARY	NO-SUBJECT	docstring	boltrig/config/spawn_rules.py:34		A request cannot be resolved to one deterministic rule.
ORDINARY	NO-SUBJECT	comment	boltrig/distill/adapter.py:236		the sidecar refuses a corpus whose header pin differs.
ORDINARY	NO-SUBJECT	comment	boltrig/distill/adapter.py:237		never resume from a prior adapter because no request field exists to
ORDINARY	NO-SUBJECT	comment	boltrig/distill/adapter_gates.py:39		The entropy guard is deliberately STRICT: a sidecar that cannot
ORDINARY	NO-SUBJECT	comment	boltrig/distill/adapter_specs.py:16		A model name is an adapter id or an HF-style repo path - never a filesystem
ORDINARY	NO-SUBJECT	comment	boltrig/distill/bootstrap.py:45		off, never toward a guessable default (the emotion-addon posture).
ORDINARY	NO-SUBJECT	docstring	boltrig/distill/corpus.py:116		Deterministic ~10% split, pinned by record id (no randomness: the same corpus always splits the same way, so the digest also pins the split).
ORDINARY	NO-SUBJECT	docstring	boltrig/distill/corpus.py:123		The register gate's scoring set.
ORDINARY	NO-SUBJECT	docstring	boltrig/distill/corpus_io.py:1		JSONL serialisation for a derived distillation corpus (decision 0023).
ORDINARY	NO-SUBJECT	comment	boltrig/emotion/engine.py:141		Tension decays with a REAL 1.4 s half-life, never tempo-scaled.
ORDINARY	NO-SUBJECT	comment	boltrig/emotion/engine.py:144		Attachment decays in REAL days, never tempo-scaled (0024): the bond
ORDINARY	NO-SUBJECT	comment	boltrig/emotion/engine.py:70		Attachment (0024): REAL-days half-life (never tempo-scaled - the tension
ORDINARY	NO-SUBJECT	comment	boltrig/emotion/relay.py:263		--- publisher thread (the ONLY place that touches the filesystem after init) ---
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/anchor.py:187		needs no clause here and must not get one: _record iterates the same
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/anchor.py:190		description of a janitor that cannot see the fleet.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/anchor.py:191		term would read as load-bearing while never being able to be false.
